Relatório de Clientes por Grupo
Cliente 287073;TRA7307;4106902
Cliente 287082;TRA7312;3541406
Cliente 287094;TRA7315;3550308
Cliente 287122;TRA7320;3550308
Cliente 287203;TRA7346;3550308
Cliente 287237;TRA7364;4105508
Cliente 287262;TRA7369;4120705
Cliente 287280;TRA7373;4101507
Cliente 287317;TRA7379;4113700
Cliente 287326;TRA7383;3533403
Cliente 287347;TRA7390;4112801
Cliente 287387;TRA7395;3550308
Cliente 287389;TRA7396;3550308
Cliente 287434;TRA7403;3531407
Cliente 287526;TRA7418;3516705
Cliente 287545;TRA7421;3554102
Cliente 287560;TRA7423;4101507
Cliente 287573;TRA7430;4104808
Cliente 287626;TRA7434;3542404
Cliente 287645;TRA7437;4205407
Cliente 287657;TRA7438;3526902
Cliente 287661;TRA7440;3550308
Cliente 287710;TRA7448;4107504
Cliente 287721;TRA7453;3520509
Cliente 287732;TRA7456;3513009
Cliente 287736;TRA7457;4106902
Cliente 287784;TRA7464;4112801
Cliente 287793;TRA7468;4106902
Cliente 287798;TRA7470;4106902
Cliente 287800;TRA7472;4109708
Cliente 287822;TRA7479;3519071
Cliente 287824;TRA7481;3511003
Cliente 287867;TRA7483;3525706
Cliente 287898;TRA7491;3518800
Cliente 287899;TRA7492;3552205
Cliente 287901;TRA7493;4123907
Cliente 287976;TRA7504;4106902
Cliente 287977;TRA7505;4106902
Cliente 287980;TRA7506;4103701
Cliente 287982;TRA7507;3550308
Cliente 287990;TRA7508;4119905
Cliente 287991;TRA7509;4109708
Cliente 288014;TRA7512;3550308
Cliente 288020;TRA7513;4105508
Cliente 288024;TRA7516;4114807
Cliente 288050;TRA7517;4107504
Cliente 288091;TRA7519;4106902
Cliente 288128;TRA7523;4109708
Cliente 288131;TRA7524;4110706
Cliente 288138;TRA7525;3518800
Cliente 288188;TRA7534;4106902
Cliente 288189;TRA7535;4104808
Cliente 288299;TRA7539;4116901
Cliente 288307;TRA7541;3533403
Cliente 288314;TRA7544;4109708
Cliente 288389;TRA7553;4121000
Cliente 288411;TRA7555;3552205
Cliente 288415;TRA7557;4128104
Cliente 288464;TRA7563;3501608
Cliente 288513;TRA7583;4126256
Cliente 288533;TRA7586;4101507
Cliente 288544;TRA7589;3556206
Cliente 288550;TRA7590;3506508
Cliente 288619;TRA7601;3541406
Cliente 288654;TRA7613;4101507
Cliente 288727;TRA7622;3543402
Cliente 288732;TRA7623;3552205
Cliente 288736;TRA7624;4106902
Cliente 288752;TRA7626;4110706
Cliente 288785;TRA7634;3549805
Cliente 288790;TRA7635;3522505
Cliente 288803;TRA7643;3540804
Cliente 288806;TRA7645;3530300
Cliente 288807;TRA7646;3501608
Cliente 288808;TRA7647;3525706
Cliente 288809;TRA7648;3552205
Cliente 288830;TRA7655;3505500
Cliente 288954;TRA7663;4119905
Cliente 288963;TRA7667;4112801
Cliente 288991;TRA7673;4105508
Cliente 288994;TRA7674;4113700
Cliente 289005;TRA7675;4116901
Cliente 289011;TRA7676;3508108
Cliente 289050;TRA7678;3525706
Cliente 289060;TRA7682;3503208
Cliente 289061;TRA7683;3507605
Cliente 289081;TRA7688;3543402
Cliente 289126;TRA7691;4100400
Cliente 289162;TRA7694;3505500
Cliente 289199;TRA7695;3550308
Cliente 289213;TRA7696;3500105
Cliente 289219;TRA7697;3500105
Cliente 289220;TRA7698;3500105
Cliente 289246;TRA7700;3550308
Cliente 289247;TRA7701;4120705
Cliente 289262;TRA7704;4105508
Cliente 289298;TRA7710;3500105
Cliente 289336;TRA7712;3543402
Cliente 289387;TRA7715;4205407
Cliente 289442;TRA7716;4106902
Cliente 289453;TRA7718;3522505
Cliente 289458;TRA7719;3522505
Cliente 289459;TRA7720;4106902
Cliente 289465;TRA7723;3506508
Cliente 289471;TRA7725;4117503
Cliente 289538;TRA7733;3525706
Cliente 289543;TRA7734;4108304
Cliente 289563;TRA7737;3527108
Cliente 289564;TRA7738;3541406
Cliente 289598;TRA7740;4106902
Cliente 289619;TRA7747;3507605
Cliente 289620;TRA7748;3550308
Cliente 289638;TRA7751;4118204
Cliente 289641;TRA7753;3515509
Cliente 289652;TRA7755;3546405
Cliente 289660;TRA7757;3541406
Cliente 289671;TRA7758;3549805
Cliente 289704;TRA7759;3506508
Cliente 289772;TRA7771;3530300
Cliente 289775;TRA7772;3536109
Cliente 289780;TRA7774;3506508
Cliente 289793;TRA7777;3530300
Cliente 289814;TRA7781;4116901
Cliente 289841;TRA7788;3542404
Cliente 289852;TRA7789;3500105
Cliente 289881;TRA7791;3534708
Cliente 289903;TRA7793;3554102
Cliente 289905;TRA7794;3554102
Cliente 289925;TRA7797;3552205
Cliente 289962;TRA7803;3304557
Cliente 289984;TRA7809;3550308
Cliente 289985;TRA7810;4118204
Cliente 289990;TRA7813;4107504
Cliente 290008;TRA7817;3557105
Cliente 290016;TRA7821;4113700
Cliente 290017;TRA7822;4103701
Cliente 290020;TRA7823;4113700
Cliente 290035;TRA7827;4113700
Cliente 290045;TRA7832;3552205
Cliente 290064;TRA7837;4106902
Cliente 290065;TRA7838;4106902
Cliente 290066;TRA7839;4105508
Cliente 290082;TRA7841;4101507
Cliente 290088;TRA7843;4119905
Cliente 290114;TRA7847;4119905
Cliente 290119;TRA7848;3529005
Cliente 290120;TRA7849;4106902
Cliente 290123;TRA7850;4126256
Cliente 290124;TRA7851;4125506
Cliente 290125;TRA7852;3552205
Cliente 290136;TRA7854;3524808
Cliente 290137;TRA7855;4118204
Cliente 290139;TRA7856;4128104
Cliente 290146;TRA7861;4105508
Cliente 290148;TRA7862;4106902
Cliente 290166;TRA7866;4122404
Cliente 290184;TRA7869;3550308
Cliente 290200;TRA7875;3541406
Cliente 290226;TRA7881;3510401
Cliente 290229;TRA7883;3528106
Cliente 290233;TRA7885;4119905
Cliente 290240;TRA7887;3553401
Cliente 290249;TRA7889;4106902
Cliente 290253;TRA7891;3507605
Cliente 290255;TRA7892;3550308
Cliente 290262;TRA7895;3507605
Cliente 290268;TRA7896;3552205
Cliente 290276;TRA7897;3550308
Cliente 290284;TRA7901;3114550
Cliente 290287;TRA7903;4112801
Cliente 290292;TRA7907;3514403
Cliente 290299;TRA7909;3529005
Cliente 290304;TRA7911;4117503
Cliente 290306;TRA7912;3534708
Cliente 290310;TRA7913;4121000
Cliente 290312;TRA7914;4111803
Cliente 290313;TRA7915;4109708
Cliente 290316;TRA7918;4104808
Cliente 290351;TRA7921;4121000
Cliente 290352;TRA7922;4104808
Cliente 290363;TRA7926;4106902
Cliente 290401;TRA7933;3550308
Cliente 290404;TRA7935;3550308
Cliente 290406;TRA7937;3512407
Cliente 290413;TRA7940;3518800
Cliente 290432;TRA7942;3550308
Cliente 290436;TRA7944;4106902
Cliente 290439;TRA7946;3550308
Cliente 290441;TRA7947;3503208
Cliente 290452;TRA7951;4101507
Cliente 290453;TRA7952;4128104
Cliente 290454;TRA7953;4109708
Cliente 290466;TRA7957;4104808
Cliente 290473;TRA7959;3550308
Cliente 290485;TRA7961;4103701
Cliente 290487;TRA7962;3507605
Cliente 290488;TRA7963;3507605
Cliente 290496;TRA7965;4119905
Cliente 290498;TRA7966;4117503
Cliente 290502;TRA7967;3545803
Cliente 290516;TRA7971;4111803
Cliente 290525;TRA7972;3522505
Cliente 290527;TRA7973;4122404
Cliente 290528;TRA7974;4110706
Cliente 290531;TRA7975;4102406
Cliente 290533;TRA7976;4105508
Cliente 290535;TRA7977;3528106
Cliente 290538;TRA7978;4112801
Cliente 290542;TRA7979;3550308
Cliente 290556;TRA7982;3550308
Cliente 290559;TRA7983;4104808
Cliente 290560;TRA7984;4112801
Cliente 290561;TRA7985;4121000
Cliente 290563;TRA7986;4106902
Cliente 290565;TRA7987;3556206
Cliente 290569;TRA7990;4117503
Cliente 290573;TRA7991;3548708
Cliente 290574;TRA7992;3550308
Cliente 290575;TRA7993;3547809
Cliente 290577;TRA7994;4101507
Cliente 290578;TRA7995;4106902
Cliente 290592;TRA7997;4108304
Cliente 290598;TRA7998;3503208
Cliente 290602;TRA8000;4105508
Cliente 290609;TRA8003;3550308
Cliente 290667;TRA8010;4110706
Cliente 290728;TRA8021;5103403
Cliente 290747;TRA8027;3550308
Cliente 290766;TRA8028;3550308
Cliente 290791;TRA8033;4125506
Cliente 290812;TRA8037;3509502
Cliente 290824;TRA8044;3501608
Cliente 290829;TRA8047;3518800
Cliente 290836;TRA8048;3530300
Cliente 290843;TRA8051;4115200
Cliente 290845;TRA8052;4118204
Cliente 290873;TRA8059;3552205
Cliente 290874;TRA8060;3530300
Cliente 290885;TRA8062;3550308
Cliente 290902;TRA8064;5002704
Cliente 290911;TRA8066;3541406
Cliente 290912;TRA8067;4107504
Cliente 290918;TRA8070;4125506
Cliente 290950;TRA8072;3518800
Cliente 290952;TRA8073;4113700
Cliente 290958;TRA8074;3531407
Cliente 290982;TRA8078;4111803
Cliente 291016;TRA8089;4110706
Cliente 291038;TRA8092;3539202
Cliente 291059;TRA8096;1721000
Cliente 291067;TRA8099;3518800
Cliente 291070;TRA8101;3106200
Cliente 291081;TRA8104;3518800
Cliente 291082;TRA8105;3552205
Cliente 291083;TRA8106;3523107
Cliente 291085;TRA8107;3503208
Cliente 291120;TRA8114;4111803
Cliente 291132;TRA8117;3550308
Cliente 291145;TRA8120;4100400
Cliente 291146;TRA8121;4108304
Cliente 291149;TRA8122;3545803
Cliente 291150;TRA8123;3538709
Cliente 291173;TRA8129;4101507
Cliente 291175;TRA8130;3500105
Cliente 291176;TRA8131;3517802
Cliente 291180;TRA8133;5008305
Cliente 291184;TRA8134;4120705
Cliente 291187;TRA8135;3550308
Cliente 291194;TRA8137;3538709
Cliente 291199;TRA8139;3530300
Cliente 291201;TRA8140;3510401
Cliente 291202;TRA8141;3525706
Cliente 291203;TRA8142;3525706
Cliente 291204;TRA8143;3524808
Cliente 291221;TRA8149;4119905
Cliente 291229;TRA8152;3557105
Cliente 291232;TRA8153;3550308
Cliente 291254;TRA8174;3550308
Cliente 291277;TRA8185;3506508
Cliente 291281;TRA8186;3543402
Cliente 291287;TRA8188;3529005
Cliente 291288;TRA8189;4125506
Cliente 291289;TRA8190;4125506
Cliente 291293;TRA8191;4106902
Cliente 291314;TRA8195;3525706
Cliente 291326;TRA8197;4110706
Cliente 291409;TRA8213;3510401
Cliente 291419;TRA8218;3536109
Cliente 291428;TRA8220;4106902
Cliente 291430;TRA8221;3509502
Cliente 291431;TRA8222;3509502
Cliente 291433;TRA8223;3541406
Cliente 291446;TRA8226;4104808
Cliente 291460;TRA8228;4106902
Cliente 291463;TRA8230;4109708
Cliente 291466;TRA8231;4101507
Cliente 291474;TRA8235;3534708
Cliente 291478;TRA8236;4107504
Cliente 291503;TRA8243;3518800
Cliente 291512;TRA8249;4115200
Cliente 291551;TRA8256;3550308
Cliente 291556;TRA8258;3518800
Cliente 291570;TRA8259;3530300
Cliente 291575;TRA8260;4115200
Cliente 291578;TRA8262;4104808
Cliente 291580;TRA8264;3501608
Cliente 291581;TRA8265;4106902
Cliente 291585;TRA8266;4108304
Cliente 291587;TRA8267;3521606
Cliente 291589;TRA8269;3550308
Cliente 291600;TRA8270;4127106
Cliente 291606;TRA8272;4106902
Cliente 291607;TRA8273;4119905
Cliente 291608;TRA8274;4119905
Cliente 291610;TRA8275;4117503
Cliente 291612;TRA8276;4109708
Cliente 291613;TRA8277;4109708
Cliente 291622;TRA8278;4104808
Cliente 291624;TRA8279;3550308
Cliente 291630;TRA8280;3550308
Cliente 291638;TRA8282;4108304
Cliente 291651;TRA8285;4104808
Cliente 291655;TRA8286;3549805
Cliente 291660;TRA8288;3557105
Cliente 291663;TRA8289;4108304
Cliente 291669;TRA8290;4108304
Cliente 291714;TRA8294;4106902
Cliente 291717;TRA8296;3552205
Cliente 291727;TRA8297;3513009
Cliente 291731;TRA8298;3556206
Cliente 291738;TRA8301;4117503
Cliente 291740;TRA8302;3506508
Cliente 291751;TRA8305;3550308
Cliente 291768;TRA8308;3508108
Cliente 291770;TRA8309;4117503
Cliente 291776;TRA8311;4115200
Cliente 291779;TRA8312;4125506
Cliente 291782;TRA8313;4115200
Cliente 291786;TRA8314;4104808
Cliente 291802;TRA8315;4108304
Cliente 291815;TRA8319;3550308
Cliente 291846;TRA8322;4105508
Cliente 291851;TRA8323;4125506
Cliente 291862;TRA8325;3515509
Cliente 291865;TRA8326;3530300
Cliente 291894;TRA8332;4119905
Cliente 291930;TRA8342;3555000
Cliente 291940;TRA8345;3548708
Cliente 291945;TRA8346;3548708
Cliente 291967;TRA8348;3550308
Cliente 292023;TRA8351;3523107
Cliente 292038;TRA8353;3549805
Cliente 292053;TRA8355;3551603
Cliente 292058;TRA8356;4108304
Cliente 292071;TRA8358;3507605
Cliente 292072;TRA8359;3549805
Cliente 292073;TRA8360;3524808
Cliente 292074;TRA8361;3523107
Cliente 292075;TRA8362;3523107
Cliente 292115;TRA8370;4119905
Cliente 292130;TRA8374;4104808
Cliente 292131;TRA8375;4125506
Cliente 292145;TRA8378;4106902
Cliente 292175;TRA8382;4119905
Cliente 292193;TRA8385;3535507
Cliente 292215;TRA8388;4106902
Cliente 292237;TRA8390;4108304
Cliente 292271;TRA8393;3505500
Cliente 292290;TRA8398;4125506
Cliente 292302;TRA8402;3550308
Cliente 292320;TRA8407;4125506
Cliente 292321;TRA8408;4125506
Cliente 292322;TRA8409;4125506
Cliente 292323;TRA8410;3549805
Cliente 292325;TRA8411;4125506
Cliente 292334;TRA8413;3554102
Cliente 292347;TRA8416;3522505
Cliente 292348;TRA8417;4117503
Cliente 292355;TRA8420;4114807
Cliente 292359;TRA8421;4106902
Cliente 292371;TRA8423;3549805
Cliente 292388;TRA8427;3510401
Cliente 292390;TRA8429;3550308
Cliente 292399;TRA8430;4100400
Cliente 292407;TRA8435;4106902
Cliente 292409;TRA8436;2927408
Cliente 292426;TRA8441;4118204
Cliente 292430;TRA8444;3540804
Cliente 292446;TRA8450;3548708
Cliente 292448;TRA8451;3549805
Cliente 292449;TRA8452;3549805
Cliente 292450;TRA8453;3549805
Cliente 292456;TRA8455;3518800
Cliente 292458;TRA8456;4113700
Cliente 292490;TRA8460;3550308
Cliente 292502;TRA8461;3504008
Cliente 292541;TRA8467;3524808
Cliente 292602;TRA8479;3522505
Cliente 292647;TRA8482;4128104
Cliente 292671;TRA8491;4101507
Cliente 292672;TRA8492;4105508
Cliente 292674;TRA8493;4107504
Cliente 292735;TRA8503;4113700
Cliente 292745;TRA8507;3549805
Cliente 292758;TRA8510;3506508
Cliente 292769;TRA8513;4127106
Cliente 292784;TRA8516;4125506
Cliente 292797;TRA8518;4121000
Cliente 292803;TRA8519;3550308
Cliente 292804;TRA8520;3523107
Cliente 292812;TRA8521;3552205
Cliente 292845;TRA8530;3518800
Cliente 292846;TRA8531;3518800
Cliente 292847;TRA8532;3550308
Cliente 292848;TRA8533;3525706
Cliente 292849;TRA8534;3541406
Cliente 292854;TRA8535;3526902
Cliente 292855;TRA8536;3522505
Cliente 292856;TRA8537;3526902
Cliente 292862;TRA8540;3543402
Cliente 292880;TRA8546;3522505
Cliente 292891;TRA8554;3548708
Cliente 292906;TRA8559;3503208
Cliente 292911;TRA8561;3519071
Cliente 292945;TRA8564;3524808
Cliente 292947;TRA8565;3549805
Cliente 292955;TRA8568;3550308
Cliente 292962;TRA8571;4125506
Cliente 293015;TRA8577;3555000
Cliente 293029;TRA8579;5208707
Cliente 293031;TRA8580;3550308
Cliente 293054;TRA8584;3550308
Cliente 293071;TRA8589;3550308
Cliente 293136;TRA8602;3518800
Cliente 293164;TRA8613;4106902
Cliente 293201;TRA8626;3501608
Cliente 293202;TRA8627;3529005
Cliente 293224;TRA8629;3512407
Cliente 293225;TRA8630;3548708
Cliente 293226;TRA8631;3548708
Cliente 293232;TRA8633;3512407
Cliente 293245;TRA8636;3503208
Cliente 293261;TRA8641;3523107
Cliente 293270;TRA8645;4113700
Cliente 293280;TRA8650;3506508
Cliente 293284;TRA8652;3550308
Cliente 293300;TRA8655;4116901
Cliente 293329;TRA8661;4106902
Cliente 293352;TRA8664;3518800
Cliente 293363;TRA8667;4105508
Cliente 293434;TRA8673;4106902
Cliente 293435;TRA8674;2800308
Cliente 293438;TRA8676;3523107
Cliente 293439;TRA8677;3550308
Cliente 293440;TRA8678;3523107
Cliente 293442;TRA8679;3523107
Cliente 293443;TRA8680;3523107
Cliente 293445;TRA8682;3503208
Cliente 293461;TRA8686;3522505
Cliente 293471;TRA8689;4106902
Cliente 293481;TRA8692;3513009
Cliente 293482;TRA8693;3523107
Cliente 293484;TRA8694;4119905
Cliente 293491;TRA8695;3513009
Cliente 293495;TRA8699;3555000
Cliente 293500;TRA8701;4116901
Cliente 293506;TRA8704;3550308
Cliente 293509;TRA8705;3530300
Cliente 293510;TRA8706;4107504
Cliente 293511;TRA8707;4107504
Cliente 293513;TRA8708;3550308
Cliente 293517;TRA8710;3510401
Cliente 293518;TRA8711;3510401
Cliente 293556;TRA8716;3546405
Cliente 293562;TRA8719;4119905
Cliente 293565;TRA8721;3546405
Cliente 293574;TRA8722;3503208
Cliente 293575;TRA8723;3523107
Cliente 293576;TRA8724;3529005
Cliente 293577;TRA8725;3553401
Cliente 293589;TRA8729;4106902
Cliente 293599;TRA8730;3553401
Cliente 293631;TRA8735;3506508
Cliente 293632;TRA8736;3529005
Cliente 293634;TRA8738;3524808
Cliente 293641;TRA8741;4115200
Cliente 293647;TRA8744;3548708
Cliente 293662;TRA8749;3524808
Cliente 293663;TRA8750;3524808
Cliente 293664;TRA8751;3524808
Cliente 293665;TRA8752;3550308
Cliente 293666;TRA8753;3518800
Cliente 293667;TRA8754;4106902
Cliente 293669;TRA8755;3511003
Cliente 293682;TRA8759;3554102
Cliente 293706;TRA8764;3548708
Cliente 293710;TRA8765;5205109
Cliente 293713;TRA8767;3507605
Cliente 293714;TRA8768;3550308
Cliente 293725;TRA8770;3512407
Cliente 293739;TRA8775;4122404
Cliente 293746;TRA8777;4108304
Cliente 293754;TRA8781;4103701
Cliente 293812;TRA8791;3506508
Cliente 293822;TRA8794;3524808
Cliente 293846;TRA8801;4108304
Cliente 293853;TRA8802;4119905
Cliente 293854;TRA8803;3509502
Cliente 293855;TRA8804;3553401
Cliente 293861;TRA8805;4106902
Cliente 293881;TRA8813;4128104
Cliente 293882;TRA8814;4115200
Cliente 293883;TRA8815;4112801
Cliente 293884;TRA8816;4116901
Cliente 293886;TRA8817;3541406
Cliente 293893;TRA8819;3502804
Cliente 293914;TRA8822;3550308
Cliente 293928;TRA8825;3545803
Cliente 293933;TRA8826;3543402
Cliente 293955;TRA8827;4106902
Cliente 293956;TRA8828;4104808
Cliente 294060;TRA8840;3510401
Cliente 294061;TRA8841;3525706
Cliente 294064;TRA8843;3527108
Cliente 294065;TRA8844;3548708
Cliente 294069;TRA8845;4120705
Cliente 294071;TRA8846;3513009
Cliente 294090;TRA8850;3524808
Cliente 294113;TRA8853;4108304
Cliente 294114;TRA8854;4108304
Cliente 294115;TRA8855;4108304
Cliente 294116;TRA8856;3506508
Cliente 294124;TRA8861;3541406
Cliente 294133;TRA8863;3550308
Cliente 294138;TRA8864;4109708
Cliente 294146;TRA8868;4106902
Cliente 294153;TRA8870;4118204
Cliente 294160;TRA8871;3541406
Cliente 294186;TRA8881;3553401
Cliente 294190;TRA8884;3556206
Cliente 294191;TRA8885;4115200
Cliente 294192;TRA8886;3533403
Cliente 294198;TRA8887;4119905
Cliente 294205;TRA8890;3504008
Cliente 294234;TRA8899;3521606
Cliente 294244;TRA8902;3550308
Cliente 294250;TRA8905;4106902
Cliente 294267;TRA8908;4128104
Cliente 294275;TRA8911;3507605
Cliente 294298;TRA8918;3553401
Cliente 294299;TRA8919;3537305
Cliente 294320;TRA8924;4208450
Cliente 294336;TRA8926;4111803
Cliente 294353;TRA8927;3518800
Cliente 294420;TRA8942;4112801
Cliente 294422;TRA8943;4106902
Cliente 294429;TRA8945;3538709
Cliente 294440;TRA8946;4108304
Cliente 294447;TRA8948;3557105
Cliente 294448;TRA8949;4101507
Cliente 294449;TRA8950;3511003
Cliente 294452;TRA8951;3518800
Cliente 294456;TRA8952;4105508
Cliente 294460;TRA8953;3516705
Cliente 294487;TRA8958;3521606
Cliente 294494;TRA8960;3515509
Cliente 294500;TRA8962;4104808
Cliente 294524;TRA8964;3550308
Cliente 294551;TRA8968;3555000
Cliente 294558;TRA8969;3549805
Cliente 294588;TRA8973;3524808
Cliente 294589;TRA8974;3523107
Cliente 294651;TRA8978;3521606
Cliente 294654;TRA8980;3549805
Cliente 294813;TRA8985;3550308
Cliente 294818;TRA8986;4116901
Cliente 294819;TRA8987;4101507
Cliente 294842;TRA8990;3550308
Cliente 294854;TRA8993;4115200
Cliente 294861;TRA8995;3549805
Cliente 294904;TRA8998;4123907
Cliente 294921;TRA9002;4106902
Cliente 294931;TRA9005;3507605
Cliente 294992;TRA9011;4113700
Cliente 295008;TRA9012;3534708
Cliente 295031;TRA9014;3527108
Cliente 295070;TRA9017;3511003
Cliente 295099;TRA9028;3507605
Cliente 295106;TRA9029;3532603
Cliente 295115;TRA9030;3533403
Cliente 295116;TRA9031;4115200
Cliente 295120;TRA9032;4108304
Cliente 295121;TRA9033;3549805
Cliente 295122;TRA9034;4108304
Cliente 295125;TRA9035;3534708
Cliente 295126;TRA9036;3513009
Cliente 295127;TRA9037;3522505
Cliente 295129;TRA9038;3541406
Cliente 295136;TRA9040;3545803
Cliente 295155;TRA9042;3539202
Cliente 295163;TRA9044;3506508
Cliente 295174;TRA9046;4114807
Cliente 295177;TRA9048;4101507
Cliente 295180;TRA9049;4122404
Cliente 295206;TRA9054;3507605
Cliente 295210;TRA9056;4119905
Cliente 295211;TRA9057;4119905
Cliente 295212;TRA9058;4108304
Cliente 295213;TRA9059;4125506
Cliente 295214;TRA9060;4111803
Cliente 295218;TRA9062;4106902
Cliente 295235;TRA9066;4124103
Cliente 295269;TRA9067;3550308
Cliente 295270;TRA9068;3534708
Cliente 295271;TRA9069;4106902
Cliente 295289;TRA9074;3542404
Cliente 295320;TRA9077;3556206
Cliente 295324;TRA9078;3554102
Cliente 295325;TRA9079;4111803
Cliente 295330;TRA9082;3537305
Cliente 295353;TRA9086;3539202
Cliente 295357;TRA9087;3550308
Cliente 295365;TRA9088;3543402
Cliente 295368;TRA9091;3503208
Cliente 295431;TRA9109;4117503
Cliente 295441;TRA9116;3550308
Cliente 295496;TRA9120;3526902
Cliente 295598;TRA9133;3529005
Cliente 295602;TRA9134;4127106
Cliente 295631;TRA9135;4127106
Cliente 295635;TRA9136;3533403
Cliente 295659;TRA9141;3520509
Cliente 295674;TRA9144;3520509
Cliente 295676;TRA9145;3550308
Cliente 295678;TRA9146;3516705
Cliente 295679;TRA9147;3516705
Cliente 295686;TRA9149;3538709
Cliente 295687;TRA9150;3538709
Cliente 295689;TRA9151;3548708
Cliente 295690;TRA9152;4113700
Cliente 295709;TRA9153;3533403
Cliente 295716;TRA9154;3535507
Cliente 295742;TRA9157;4106902
Cliente 295748;TRA9159;3513009
Cliente 295767;TRA9164;3518800
Cliente 295806;TRA9179;4104808
Cliente 295841;TRA9185;3526902
Cliente 295846;TRA9188;4107504
Cliente 295851;TRA9190;3523107
Cliente 295853;TRA9191;4125506
Cliente 295863;TRA9192;3541406
Cliente 295864;TRA9193;3522505
Cliente 295866;TRA9194;3531407
Cliente 295867;TRA9195;4118204
Cliente 295880;TRA9199;4102406
Cliente 295912;TRA9204;4124103
Cliente 295931;TRA9207;3550308
Cliente 295934;TRA9208;4106902
Cliente 295937;TRA9209;4112801
Cliente 295942;TRA9211;3527108
Cliente 295947;TRA9214;4101507
Cliente 295967;TRA9220;4106902
Cliente 295968;TRA9221;4106902
Cliente 295970;TRA9222;4104808
Cliente 296002;TRA9229;3520509
Cliente 296047;TRA9238;4125506
Cliente 296054;TRA9241;4106902
